Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
189,Umbrella Corp 189,umbrellacorp189.com,1982,Pharma,201-500,"San Francisco, England, USA",USA,https://linkedin.com/company/umbrellacorp189,7038,7380
190,Stark Corp 190,starkcorp190.com,1965,Finance,501-1000,"New York, CA, USA",USA,https://linkedin.com/company/starkcorp190,4707,5190
191,Tyrell Corp 191,tyrellcorp191.com,1963,Chemicals,5001-10000,"New York, NY, USA",USA,https://linkedin.com/company/tyrellcorp191,6713,7038
192,Wonka Corp 192,wonkacorp192.com,1976,Chemicals,201-500,"London, State, UK",UK,https://linkedin.com/company/wonkacorp192,2595,2847
193,Oscorp Corp 193,oscorpcorp193.com,1974,Chemicals,51-200,"Raccoon City, State, USA",USA,https://linkedin.com/company/oscorpcorp193,4582,4780
194,Acme Corp 194,acmecorp194.com,2003,Industrial,201-500,"Los Angeles, State, USA",USA,https://linkedin.com/company/acmecorp194,8303,8562
195,Umbrella Corp 195,umbrellacorp195.com,1964,Pharma,201-500,"Palo Alto, England, UK",UK,https://linkedin.com/company/umbrellacorp195,9494,9892
196,Wayne Corp 196,waynecorp196.com,1974,Pharma,11-50,"London, NY, UK",UK,https://linkedin.com/company/waynecorp196,2657,2990
197,Oscorp Corp 197,oscorpcorp197.com,1964,Chemicals,11-50,"Los Angeles, NY, UK",UK,https://linkedin.com/company/oscorpcorp197,3402,3461
198,Initech Corp 198,initechcorp198.com,1990,Pharma,1001-5000,"Palo Alto, England, UK",UK,https://linkedin.com/company/initechcorp198,9620,9864
199,Umbrella Corp 199,umbrellacorp199.com,1981,Finance,51-200,"London, CA, USA",USA,https://linkedin.com/company/umbrellacorp199,9274,9591
200,Globex Corp 200,globexcorp200.com,2018,Industrial,11-50,"Palo Alto, State, UK",UK,https://linkedin.com/company/globexcorp200,7270,7582
201,Globex Corp 201,globexcorp201.com,2004,Pharma,201-500,"New York, CA, UK",UK,https://linkedin.com/company/globexcorp201,603,812
202,Oscorp Corp 202,oscorpcorp202.com,1977,Tech,51-200,"San Francisco, CA, UK",UK,https://linkedin.com/company/oscorpcorp202,5301,5479
203,Oscorp Corp 203,oscorpcorp203.com,1997,Engineering,11-50,"Raccoon City, CA, USA",USA,https://linkedin.com/company/oscorpcorp203,6032,6367
204,Wayne Corp 204,waynecorp204.com,1981,Industrial,201-500,"San Francisco, CA, UK",UK,https://linkedin.com/company/waynecorp204,2226,2235
205,Initech Corp 205,initechcorp205.com,2005,Pharma,51-200,"San Francisco, NY, UK",UK,https://linkedin.com/company/initechcorp205,230,250
206,Globex Corp 206,globexcorp206.com,2004,Pharma,1001-5000,"New York, NY, UK",UK,https://linkedin.com/company/globexcorp206,4900,5242
207,Umbrella Corp 207,umbrellacorp207.com,1986,Engineering,1001-5000,"Raccoon City, England, UK",UK,https://linkedin.com/company/umbrellacorp207,3240,3698
208,Globex Corp 208,globexcorp208.com,1989,Engineering,5001-10000,"Los Angeles, State, UK",UK,https://linkedin.com/company/globexcorp208,901,1306
209,Oscorp Corp 209,oscorpcorp209.com,1966,Engineering,11-50,"Gotham, NY, UK",UK,https://linkedin.com/company/oscorpcorp209,677,1164
210,Tyrell Corp 210,tyrellcorp210.com,1975,Biotech,501-1000,"Palo Alto, England, USA",USA,https://linkedin.com/company/tyrellcorp210,7050,7488
211,Wayne Corp 211,waynecorp211.com,1998,Food & Beverage,11-50,"Gotham, State, USA",USA,https://linkedin.com/company/waynecorp211,9894,9905
212,Wayne Corp 212,waynecorp212.com,1994,Technology,501-1000,"New York, CA, USA",USA,https://linkedin.com/company/waynecorp212,4574,4733
213,Stark Corp 213,starkcorp213.com,2019,Biotech,201-500,"Palo Alto, CA, USA",USA,https://linkedin.com/company/starkcorp213,1856,2024
214,Stark Corp 214,starkcorp214.com,2003,Software,201-500,"Palo Alto, State, UK",UK,https://linkedin.com/company/starkcorp214,8207,8330
215,Wayne Corp 215,waynecorp215.com,1971,Industrial,51-200,"Palo Alto, State, UK",UK,https://linkedin.com/company/waynecorp215,6538,6674
216,Hooli Corp 216,hoolicorp216.com,1964,Software,501-1000,"Raccoon City, State, USA",USA,https://linkedin.com/company/hoolicorp216,3041,3216
217,Globex Corp 217,globexcorp217.com,1971,Pharma,11-50,"New York, NY, UK",UK,https://linkedin.com/company/globexcorp217,9379,9513
218,Wonka Corp 218,wonkacorp218.com,2009,Tech,201-500,"Palo Alto, England, UK",UK,https://linkedin.com/company/wonkacorp218,3590,3839
219,Stark Corp 219,starkcorp219.com,2007,Biotech,501-1000,"New York, NY, USA",USA,https://linkedin.com/company/starkcorp219,932,1060
220,Wonka Corp 220,wonkacorp220.com,1969,Finance,11-50,"Gotham, CA, USA",USA,https://linkedin.com/company/wonkacorp220,2665,2735
221,Tyrell Corp 221,tyrellcorp221.com,2001,Biotech,51-200,"San Francisco, State, UK",UK,https://linkedin.com/company/tyrellcorp221,4340,4535
222,Globex Corp 222,globexcorp222.com,2015,Pharma,5001-10000,"Raccoon City, State, USA",USA,https://linkedin.com/company/globexcorp222,4688,4758
223,Oscorp Corp 223,oscorpcorp223.com,2012,Engineering,51-200,"New York, State, USA",USA,https://linkedin.com/company/oscorpcorp223,4560,4706
224,Stark Corp 224,starkcorp224.com,1962,Pharma,1001-5000,"Gotham, England, USA",USA,https://linkedin.com/company/starkcorp224,721,1137
225,Stark Corp 225,starkcorp225.com,2011,Tech,201-500,"Los Angeles, State, USA",USA,https://linkedin.com/company/starkcorp225,4414,4460
226,Wonka Corp 226,wonkacorp226.com,1976,Technology,11-50,"San Francisco, CA, USA",USA,https://linkedin.com/company/wonkacorp226,4897,5214
227,Tyrell Corp 227,tyrellcorp227.com,2001,Biotech,11-50,"Los Angeles, CA, USA",USA,https://linkedin.com/company/tyrellcorp227,2590,2935
228,Wonka Corp 228,wonkacorp228.com,1960,Biotech,5001-10000,"London, CA, USA",USA,https://linkedin.com/company/wonkacorp228,1121,1521
229,Stark Corp 229,starkcorp229.com,1968,Food & Beverage,5001-10000,"San Francisco, NY, USA",USA,https://linkedin.com/company/starkcorp229,8710,9006
230,Hooli Corp 230,hoolicorp230.com,2017,Engineering,1001-5000,"New York, NY, USA",USA,https://linkedin.com/company/hoolicorp230,6952,7337
231,Acme Corp 231,acmecorp231.com,2020,Tech,5001-10000,"Palo Alto, England, UK",UK,https://linkedin.com/company/acmecorp231,458,513
232,Acme Corp 232,acmecorp232.com,1999,Industrial,51-200,"Palo Alto, NY, UK",UK,https://linkedin.com/company/acmecorp232,2931,3427
233,Acme Corp 233,acmecorp233.com,2015,Tech,201-500,"London, England, UK",UK,https://linkedin.com/company/acmecorp233,6045,6262
234,Stark Corp 234,starkcorp234.com,1988,Pharma,1001-5000,"Gotham, CA, UK",UK,https://linkedin.com/company/starkcorp234,2943,3394
235,Globex Corp 235,globexcorp235.com,1975,Industrial,201-500,"London, NY, UK",UK,https://linkedin.com/company/globexcorp235,8026,8519
236,Wonka Corp 236,wonkacorp236.com,1997,Software,51-200,"New York, CA, USA",USA,https://linkedin.com/company/wonkacorp236,7206,7441
237,Initech Corp 237,initechcorp237.com,2018,Pharma,1001-5000,"Los Angeles, CA, USA",USA,https://linkedin.com/company/initechcorp237,4163,4262
238,Wayne Corp 238,waynecorp238.com,1960,Software,501-1000,"Palo Alto, CA, UK",UK,https://linkedin.com/company/waynecorp238,6154,6651
239,Wonka Corp 239,wonkacorp239.com,1993,Engineering,5001-10000,"Los Angeles, England, UK",UK,https://linkedin.com/company/wonkacorp239,8072,8285
240,Hooli Corp 240,hoolicorp240.com,2019,Finance,51-200,"Raccoon City, NY, UK",UK,https://linkedin.com/company/hoolicorp240,4194,4627
241,Wonka Corp 241,wonkacorp241.com,2015,Pharma,201-500,"Palo Alto, England, UK",UK,https://linkedin.com/company/wonkacorp241,857,1149
242,Wonka Corp 242,wonkacorp242.com,1969,Pharma,1001-5000,"Raccoon City, State, UK",UK,https://linkedin.com/company/wonkacorp242,1103,1526
243,Wayne Corp 243,waynecorp243.com,2005,Biotech,51-200,"London, CA, UK",UK,https://linkedin.com/company/waynecorp243,7810,8102
244,Wayne Corp 244,waynecorp244.com,1986,Technology,501-1000,"San Francisco, CA, USA",USA,https://linkedin.com/company/waynecorp244,5970,6295
245,Wayne Corp 245,waynecorp245.com,1989,Pharma,1001-5000,"Los Angeles, NY, USA",USA,https://linkedin.com/company/waynecorp245,2775,3209
246,Initech Corp 246,initechcorp246.com,1961,Engineering,1001-5000,"San Francisco, England, USA",USA,https://linkedin.com/company/initechcorp246,5933,6346
247,Acme Corp 247,acmecorp247.com,1999,Software,201-500,"London, CA, USA",USA,https://linkedin.com/company/acmecorp247,5038,5332
248,Stark Corp 248,starkcorp248.com,1979,Software,1001-5000,"New York, State, UK",UK,https://linkedin.com/company/starkcorp248,8759,8979
249,Umbrella Corp 249,umbrellacorp249.com,1966,Chemicals,1001-5000,"Los Angeles, England, USA",USA,https://linkedin.com/company/umbrellacorp249,6977,7268
250,Hooli Corp 250,hoolicorp250.com,1967,Biotech,1001-5000,"Gotham, CA, USA",USA,https://linkedin.com/company/hoolicorp250,3800,3825
251,Stark Corp 251,starkcorp251.com,2011,Tech,1001-5000,"Raccoon City, State, UK",UK,https://linkedin.com/company/starkcorp251,6702,6984
252,Stark Corp 252,starkcorp252.com,2001,Industrial,5001-10000,"New York, CA, UK",UK,https://linkedin.com/company/starkcorp252,8139,8380
253,Tyrell Corp 253,tyrellcorp253.com,1961,Chemicals,1001-5000,"Los Angeles, CA, UK",UK,https://linkedin.com/company/tyrellcorp253,4828,4913
254,Stark Corp 254,starkcorp254.com,2019,Food & Beverage,11-50,"Raccoon City, England, USA",USA,https://linkedin.com/company/starkcorp254,5189,5626
255,Tyrell Corp 255,tyrellcorp255.com,1962,Finance,1001-5000,"Raccoon City, England, USA",USA,https://linkedin.com/company/tyrellcorp255,5157,5243
256,Oscorp Corp 256,oscorpcorp256.com,2010,Software,51-200,"London, England, USA",USA,https://linkedin.com/company/oscorpcorp256,5024,5077
257,Oscorp Corp 257,oscorpcorp257.com,1973,Food & Beverage,1001-5000,"Los Angeles, State, USA",USA,https://linkedin.com/company/oscorpcorp257,2227,2535
258,Initech Corp 258,initechcorp258.com,1960,Food & Beverage,1001-5000,"Los Angeles, State, UK",UK,https://linkedin.com/company/initechcorp258,5844,6332
259,Initech Corp 259,initechcorp259.com,1994,Pharma,501-1000,"New York, State, UK",UK,https://linkedin.com/company/initechcorp259,820,833
260,Oscorp Corp 260,oscorpcorp260.com,2000,Software,1001-5000,"Gotham, NY, UK",UK,https://linkedin.com/company/oscorpcorp260,3812,4299
261,Globex Corp 261,globexcorp261.com,1998,Finance,1001-5000,"Palo Alto, England, USA",USA,https://linkedin.com/company/globexcorp261,3515,3618
262,Wonka Corp 262,wonkacorp262.com,2019,Pharma,5001-10000,"Los Angeles, CA, USA",USA,https://linkedin.com/company/wonkacorp262,6799,7129
263,Umbrella Corp 263,umbrellacorp263.com,1982,Finance,51-200,"New York, England, USA",USA,https://linkedin.com/company/umbrellacorp263,6893,7167
264,Globex Corp 264,globexcorp264.com,2005,Software,1001-5000,"San Francisco, CA, USA",USA,https://linkedin.com/company/globexcorp264,1952,2202
265,Wonka Corp 265,wonkacorp265.com,1985,Chemicals,11-50,"Palo Alto, State, USA",USA,https://linkedin.com/company/wonkacorp265,6185,6649
266,Wonka Corp 266,wonkacorp266.com,1989,Industrial,1001-5000,"London, CA, UK",UK,https://linkedin.com/company/wonkacorp266,1503,1660
267,Wonka Corp 267,wonkacorp267.com,2007,Finance,5001-10000,"Palo Alto, State, USA",USA,https://linkedin.com/company/wonkacorp267,3915,3969
268,Wayne Corp 268,waynecorp268.com,1961,Biotech,1001-5000,"Raccoon City, CA, UK",UK,https://linkedin.com/company/waynecorp268,6877,7182
269,Wonka Corp 269,wonkacorp269.com,2005,Technology,5001-10000,"San Francisco, State, UK",UK,https://linkedin.com/company/wonkacorp269,9357,9655
270,Acme Corp 270,acmecorp270.com,1971,Chemicals,51-200,"Raccoon City, England, UK",UK,https://linkedin.com/company/acmecorp270,7444,7522
271,Globex Corp 271,globexcorp271.com,1977,Engineering,5001-10000,"Los Angeles, England, UK",UK,https://linkedin.com/company/globexcorp271,4192,4314
272,Wayne Corp 272,waynecorp272.com,2016,Tech,201-500,"New York, NY, USA",USA,https://linkedin.com/company/waynecorp272,1840,2269
273,Umbrella Corp 273,umbrellacorp273.com,1970,Engineering,201-500,"Raccoon City, State, USA",USA,https://linkedin.com/company/umbrellacorp273,2235,2312
274,Tyrell Corp 274,tyrellcorp274.com,2018,Industrial,201-500,"Gotham, CA, UK",UK,https://linkedin.com/company/tyrellcorp274,8035,8062
275,Tyrell Corp 275,tyrellcorp275.com,1999,Tech,5001-10000,"San Francisco, NY, USA",USA,https://linkedin.com/company/tyrellcorp275,5336,5553
276,Umbrella Corp 276,umbrellacorp276.com,2009,Tech,201-500,"San Francisco, State, UK",UK,https://linkedin.com/company/umbrellacorp276,3272,3500
277,Wonka Corp 277,wonkacorp277.com,1977,Technology,51-200,"Gotham, England, UK",UK,https://linkedin.com/company/wonkacorp277,9631,9640
278,Stark Corp 278,starkcorp278.com,2006,Pharma,5001-10000,"London, CA, UK",UK,https://linkedin.com/company/starkcorp278,9448,9922
279,Tyrell Corp 279,tyrellcorp279.com,2001,Industrial,11-50,"San Francisco, England, UK",UK,https://linkedin.com/company/tyrellcorp279,2859,3351
280,Wonka Corp 280,wonkacorp280.com,2018,Food & Beverage,11-50,"Gotham, CA, UK",UK,https://linkedin.com/company/wonkacorp280,8274,8710
281,Tyrell Corp 281,tyrellcorp281.com,1986,Pharma,51-200,"London, CA, UK",UK,https://linkedin.com/company/tyrellcorp281,6562,6743
282,Oscorp Corp 282,oscorpcorp282.com,2000,Software,201-500,"London, CA, UK",UK,https://linkedin.com/company/oscorpcorp282,9448,9910
283,Umbrella Corp 283,umbrellacorp283.com,2000,Industrial,51-200,"Palo Alto, NY, USA",USA,https://linkedin.com/company/umbrellacorp283,2028,2229
284,Globex Corp 284,globexcorp284.com,2019,Finance,11-50,"Palo Alto, NY, USA",USA,https://linkedin.com/company/globexcorp284,8830,9028
285,Umbrella Corp 285,umbrellacorp285.com,2020,Software,11-50,"London, CA, UK",UK,https://linkedin.com/company/umbrellacorp285,3399,3419
286,Stark Corp 286,starkcorp286.com,1995,Tech,11-50,"San Francisco, England, UK",UK,https://linkedin.com/company/starkcorp286,5328,5529
287,Stark Corp 287,starkcorp287.com,1991,Software,51-200,"Los Angeles, England, UK",UK,https://linkedin.com/company/starkcorp287,3367,3789
288,Stark Corp 288,starkcorp288.com,2003,Technology,11-50,"London, NY, UK",UK,https://linkedin.com/company/starkcorp288,3406,3658
289,Wonka Corp 289,wonkacorp289.com,2005,Industrial,51-200,"Palo Alto, CA, USA",USA,https://linkedin.com/company/wonkacorp289,5242,5677
290,Initech Corp 290,initechcorp290.com,2017,Tech,11-50,"Gotham, England, USA",USA,https://linkedin.com/company/initechcorp290,164,638
291,Wonka Corp 291,wonkacorp291.com,2021,Industrial,11-50,"London, England, USA",USA,https://linkedin.com/company/wonkacorp291,4984,5096
292,Oscorp Corp 292,oscorpcorp292.com,2000,Software,5001-10000,"San Francisco, NY, USA",USA,https://linkedin.com/company/oscorpcorp292,3141,3390
293,Initech Corp 293,initechcorp293.com,1977,Biotech,201-500,"Palo Alto, State, UK",UK,https://linkedin.com/company/initechcorp293,9359,9396
294,Globex Corp 294,globexcorp294.com,1988,Industrial,5001-10000,"Palo Alto, England, UK",UK,https://linkedin.com/company/globexcorp294,2610,2633
295,Wayne Corp 295,waynecorp295.com,2019,Technology,51-200,"Gotham, NY, USA",USA,https://linkedin.com/company/waynecorp295,6340,6705
296,Acme Corp 296,acmecorp296.com,1999,Biotech,51-200,"Palo Alto, England, USA",USA,https://linkedin.com/company/acmecorp296,752,882
297,Umbrella Corp 297,umbrellacorp297.com,1972,Finance,51-200,"San Francisco, England, UK",UK,https://linkedin.com/company/umbrellacorp297,8852,9199
298,Globex Corp 298,globexcorp298.com,1968,Pharma,5001-10000,"Los Angeles, NY, UK",UK,https://linkedin.com/company/globexcorp298,514,633
299,Initech Corp 299,initechcorp299.com,1992,Engineering,501-1000,"Raccoon City, NY, USA",USA,https://linkedin.com/company/initechcorp299,5007,5054
300,Umbrella Corp 300,umbrellacorp300.com,1978,Pharma,1001-5000,"San Francisco, State, UK",UK,https://linkedin.com/company/umbrellacorp300,5346,5583
301,Umbrella Corp 301,umbrellacorp301.com,1998,Chemicals,11-50,"New York, CA, UK",UK,https://linkedin.com/company/umbrellacorp301,9380,9620
302,Oscorp Corp 302,oscorpcorp302.com,1986,Tech,501-1000,"San Francisco, CA, UK",UK,https://linkedin.com/company/oscorpcorp302,1068,1139
303,Umbrella Corp 303,umbrellacorp303.com,1982,Engineering,51-200,"Los Angeles, NY, UK",UK,https://linkedin.com/company/umbrellacorp303,744,1129
304,Stark Corp 304,starkcorp304.com,2013,Food & Beverage,501-1000,"Gotham, State, UK",UK,https://linkedin.com/company/starkcorp304,5276,5534
305,Wonka Corp 305,wonkacorp305.com,1972,Software,201-500,"Raccoon City, England, USA",USA,https://linkedin.com/company/wonkacorp305,5534,5978
306,Initech Corp 306,initechcorp306.com,1976,Food & Beverage,11-50,"San Francisco, CA, USA",USA,https://linkedin.com/company/initechcorp306,735,1201
307,Acme Corp 307,acmecorp307.com,1964,Chemicals,1001-5000,"Raccoon City, CA, UK",UK,https://linkedin.com/company/acmecorp307,6634,6705
308,Hooli Corp 308,hoolicorp308.com,1971,Software,201-500,"San Francisco, CA, USA",USA,https://linkedin.com/company/hoolicorp308,8048,8339
309,Wayne Corp 309,waynecorp309.com,1978,Industrial,201-500,"Palo Alto, CA, UK",UK,https://linkedin.com/company/waynecorp309,7075,7364
310,Wonka Corp 310,wonkacorp310.com,1967,Software,11-50,"Los Angeles, NY, UK",UK,https://linkedin.com/company/wonkacorp310,6761,6873
311,Acme Corp 311,acmecorp311.com,1984,Tech,501-1000,"New York, CA, UK",UK,https://linkedin.com/company/acmecorp311,7768,7975
312,Umbrella Corp 312,umbrellacorp312.com,2017,Industrial,5001-10000,"Gotham, NY, USA",USA,https://linkedin.com/company/umbrellacorp312,4653,4739
313,Wayne Corp 313,waynecorp313.com,1965,Pharma,11-50,"Los Angeles, State, UK",UK,https://linkedin.com/company/waynecorp313,4096,4219
314,Globex Corp 314,globexcorp314.com,1990,Industrial,5001-10000,"New York, CA, UK",UK,https://linkedin.com/company/globexcorp314,5470,5644
315,Tyrell Corp 315,tyrellcorp315.com,2005,Technology,51-200,"Palo Alto, CA, UK",UK,https://linkedin.com/company/tyrellcorp315,52,136
316,Umbrella Corp 316,umbrellacorp316.com,1967,Chemicals,501-1000,"Los Angeles, CA, UK",UK,https://linkedin.com/company/umbrellacorp316,8997,9014
317,Wayne Corp 317,waynecorp317.com,2019,Technology,5001-10000,"London, NY, USA",USA,https://linkedin.com/company/waynecorp317,4939,5418
318,Oscorp Corp 318,oscorpcorp318.com,1964,Industrial,11-50,"New York, State, USA",USA,https://linkedin.com/company/oscorpcorp318,1305,1580
319,Oscorp Corp 319,oscorpcorp319.com,1988,Chemicals,201-500,"San Francisco, State, UK",UK,https://linkedin.com/company/oscorpcorp319,8586,8937
320,Globex Corp 320,globexcorp320.com,1971,Tech,51-200,"Los Angeles, CA, USA",USA,https://linkedin.com/company/globexcorp320,642,744
321,Initech Corp 321,initechcorp321.com,1985,Tech,501-1000,"Gotham, State, USA",USA,https://linkedin.com/company/initechcorp321,5755,5962
322,Hooli Corp 322,hoolicorp322.com,1971,Industrial,201-500,"Gotham, NY, UK",UK,https://linkedin.com/company/hoolicorp322,7387,7543
323,Hooli Corp 323,hoolicorp323.com,2000,Pharma,51-200,"Raccoon City, NY, USA",USA,https://linkedin.com/company/hoolicorp323,5364,5541
324,Initech Corp 324,initechcorp324.com,1984,Finance,11-50,"Palo Alto, NY, USA",USA,https://linkedin.com/company/initechcorp324,2009,2333
325,Wayne Corp 325,waynecorp325.com,2015,Finance,51-200,"Gotham, State, USA",USA,https://linkedin.com/company/waynecorp325,6985,7299
326,Wayne Corp 326,waynecorp326.com,2002,Food & Beverage,11-50,"Los Angeles, England, USA",USA,https://linkedin.com/company/waynecorp326,1897,2274
